"symbol","owning_fixture","applicability","contract_category","comparison_baseline","comparison_record","owning_validation","decision","rationale"
"simdlib_rearrangement_codegen_bit_cast_i32_i16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-i16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_i32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-i32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_i64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-i64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_i8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-i8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_u16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-u16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_u32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-u32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_u64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-u64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i32_u8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i32-to-u8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_f32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-f32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_f64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-f64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_i16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-i16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_i32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-i32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_i64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-i64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_i8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-i8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_u16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-u16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_u32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-u32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_u64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-u64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i64_u8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i64-to-u8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_f32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-f32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_f64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-f64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_i16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-i16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_i32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-i32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_i64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-i64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_i8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-i8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_u16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-u16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_u32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-u32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_u64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-u64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_i8_u8","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The i8-to-u8 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_u16_f32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The u16-to-f32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_u16_f64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The u16-to-f64 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_u16_i16","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The u16-to-i16 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_u16_i32","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The u16-to-i32 full-width bit-cast cell independently protects that public template instantiation."
"simdlib_rearrangement_codegen_bit_cast_u16_i64","tests/codegen/RegisterRearrangementCodegenFixture.h","SSE4.2/128; AVX2/128; AVX2/256","public abstraction parity","tests/codegen/RegisterRearrangementCodegenRaw.cpp matching public Api operation","rearrangement-conversion","RegisterCodegen.128Sse42; RegisterCodegen.128Avx2; RegisterCodegen.256Avx2","retain","The u16-to-i64 full-width bit-cast cell independently protects that public template instantiation."
